"date","mkt_rf","smb","hml","rmw","cma","rf"
"2007-11-30",-0.0476848373,-0.0295697700,-0.0118012125,0.0177702665,-0.0040173331,0.0033653815
"2007-12-31",-0.0085415823,0.0022267426,-0.0060408098,0.0086839212,-0.0107063541,0.0028037271
"2008-01-31",-0.0634058951,-0.0049696296,0.0405490943,0.0246146206,0.0237859967,0.0021021013
"2008-02-29",-0.0308084188,-0.0045103282,-0.0076581678,0.0109703784,-0.0118091354,0.0014009314
"2008-03-31",-0.0092514098,0.0074459558,0.0003044342,0.0096863184,0.0034685257,0.0018015398
"2008-04-30",0.0458710193,-0.0107189721,-0.0088740334,0.0200822594,-0.0249614430,0.0017614792
"2008-05-31",0.0187173453,0.0311044429,-0.0136584168,0.0085675459,0.0014129159,0.0016813447
"2008-06-30",-0.0843540577,0.0125997028,-0.0293719242,0.0540281182,-0.0047882517,0.0016813447
"2008-07-31",-0.0072052759,0.0367358701,0.0588057769,-0.0137464191,0.0110558978,0.0015411324
"2008-08-31",0.0153036914,0.0327741667,0.0167034596,0.0173541034,0.0072134950,0.0012607563
"2008-09-30",-0.0934514125,-0.0023505046,0.0814858801,0.0194814318,0.0169092566,0.0014710295
"2008-10-31",-0.1716963880,-0.0426443926,-0.0234996812,0.0335734001,0.0166395937,0.0009204049
"2008-11-30",-0.0772764264,-0.0441714751,-0.0615067472,0.0501116246,0.0285430552,0.0001900171
"2008-12-31",0.0177598185,0.0373690455,0.0098655719,-0.0021326710,-0.0142023325,0.0000000000
"2009-01-31",-0.0824725918,-0.0191809926,-0.1130477067,0.0027880110,-0.0154173188,0.0000000000
"2009-02-28",-0.1011096302,-0.0126459065,-0.0693257811,0.0117564155,-0.0113528714,0.0001900171
"2009-03-31",0.0897770290,0.0077039328,0.0453236842,-0.0277303273,-0.0187803913,0.0002200231
"2009-04-30",0.1016728055,0.0653387965,0.0494598108,0.0103619201,0.0001783549,0.0002100210
"2009-05-31",0.0520149729,-0.0222063897,0.0072068543,-0.0116055754,-0.0209716135,0.0000000000
"2009-06-30",0.0043136223,0.0228180429,-0.0245906852,-0.0127522776,-0.0018932695,0.0000000000
"2009-07-31",0.0773634767,0.0227652871,0.0475986007,-0.0046401130,0.0300155456,0.0002200231
"2009-08-31",0.0333972052,-0.0002243472,0.0762661526,-0.0273558638,0.0318286140,0.0002100210
"2009-09-30",0.0407261509,0.0268835920,0.0099988643,0.0135537413,0.0035644444,0.0000000000
"2009-10-31",-0.0255974863,-0.0472890194,-0.0399465840,0.0418829954,-0.0166691756,0.0000000000
"2009-11-30",0.0556522545,-0.0260721299,-0.0014149566,0.0088300133,0.0015620010,0.0000000000
"2009-12-31",0.0275841369,0.0606934659,0.0000495570,0.0069030107,-0.0017792515,0.0000000000
"2010-01-31",-0.0337903650,0.0032889105,0.0040783811,-0.0108873863,0.0063719039,0.0000000000
"2010-02-28",0.0341896254,0.0141898365,0.0315746700,-0.0038880775,0.0141309252,0.0000000000
"2010-03-31",0.0628176051,0.0172205871,0.0208290598,-0.0067387333,0.0163820729,0.0000000000
"2010-04-30",0.0200726949,0.0492826243,0.0291215550,0.0080218979,0.0166339548,0.0002100210
"2010-05-31",-0.0789704733,0.0029978357,-0.0225455660,0.0113911759,-0.0007745026,0.0002000190
"2010-06-30",-0.0557649447,-0.0247909539,-0.0456779746,-0.0039241161,-0.0151509771,0.0002200231
"2010-07-31",0.0691680409,0.0016185546,-0.0020016649,0.0010834065,0.0205987577,0.0002100210
"2010-08-31",-0.0478796456,-0.0317026577,-0.0202109612,0.0043553564,-0.0165538009,0.0002200231
"2010-09-30",0.0953282094,0.0347385842,-0.0284912995,-0.0031878222,0.0045283543,0.0002100210
"2010-10-31",0.0388589354,0.0075999513,-0.0246861886,0.0107875061,-0.0023503840,0.0002100210
"2010-11-30",0.0060254526,0.0361030669,-0.0092595776,0.0030956540,0.0168550154,0.0002100210
"2010-12-31",0.0681072828,0.0084993015,0.0352377391,-0.0317684026,0.0298648027,0.0002200231
"2011-01-31",0.0200035671,-0.0229702920,0.0074703373,-0.0071371540,0.0077842553,0.0000000000
"2011-02-28",0.0349726490,0.0168287197,0.0125755554,-0.0177408974,0.0085764750,0.0001900171
"2011-03-31",0.0046390548,0.0267107529,-0.0162760040,0.0145071069,0.0000329749,0.0000000000
"2011-04-30",0.0291638516,-0.0055165564,-0.0238026248,0.0082924219,-0.0075196875,0.0000000000
"2011-05-31",-0.0125575700,-0.0051457593,-0.0222317325,0.0211086169,-0.0160107485,0.0000000000
"2011-06-30",-0.0174572683,0.0026601468,-0.0044439296,0.0240838236,-0.0145743807,0.0000000000
"2011-07-31",-0.0235287680,-0.0130668490,-0.0086199134,0.0269412085,-0.0172619238,0.0000000000
"2011-08-31",-0.0599737582,-0.0292419462,-0.0247059055,0.0305955157,-0.0027156110,0.0000000000
"2011-09-30",-0.0759677148,-0.0376936435,-0.0152747882,0.0195335335,0.0020288522,0.0000000000
"2011-10-31",0.1136692182,0.0339219176,0.0020665530,-0.0249783107,-0.0072628353,0.0000000000
"2011-11-30",-0.0032291254,-0.0004744589,-0.0026011463,0.0164590538,0.0145086161,0.0000000000
"2011-12-31",0.0074010895,-0.0027323818,0.0178090086,0.0093013324,0.0237485861,0.0000000000
"2012-01-31",0.0506956545,0.0198575271,-0.0092368011,-0.0198164896,-0.0137384238,0.0000000000
"2012-02-29",0.0439528388,-0.0157013302,0.0030883780,-0.0037047252,-0.0008377328,0.0000000000
"2012-03-31",0.0311270219,-0.0045644709,0.0115263773,-0.0060077561,0.0078891177,0.0000000000
"2012-04-30",-0.0085688696,-0.0045656673,-0.0082622230,0.0121529643,0.0058958328,0.0000000000
"2012-05-31",-0.0622804507,0.0001135485,-0.0089990470,0.0263382736,0.0255342400,0.0000000000
"2012-06-30",0.0388964565,0.0099081825,0.0060030816,-0.0129320854,0.0025032161,0.0000000000
"2012-07-31",0.0077272393,-0.0264670184,-0.0005215267,0.0097706136,0.0006578247,0.0000000000
"2012-08-31",0.0255223095,0.0042060686,0.0117799053,-0.0142277592,-0.0071356192,0.0000000000
"2012-09-30",0.0272298808,0.0062069638,0.0151838251,-0.0128447344,0.0153661222,0.0000000000
"2012-10-31",-0.0173058487,-0.0081158310,0.0377786714,-0.0150588707,0.0230750756,0.0000000000
"2012-11-30",0.0077540885,0.0030067225,-0.0092068174,0.0040512183,0.0084857897,0.0000000000
"2012-12-31",0.0116773365,0.0187412019,0.0353811038,-0.0173974831,0.0087620041,0.0002000190
"2013-01-31",0.0558447452,0.0048789706,0.0085586674,-0.0163125304,0.0137501638,0.0000000000
"2013-02-28",0.0127272336,-0.0033464148,0.0009077997,-0.0069337147,0.0043605868,0.0000000000
"2013-03-31",0.0402379851,0.0081594452,-0.0016703254,0.0050767538,0.0131598881,0.0000000000
"2013-04-30",0.0154800446,-0.0219487752,0.0057748211,0.0015333072,0.0048536805,0.0000000000
"2013-05-31",0.0282318566,0.0193268656,0.0260227021,-0.0200760471,-0.0072194251,0.0000000000
"2013-06-30",-0.0120278121,0.0137752166,-0.0000203050,-0.0040589713,-0.0000408488,0.0000000000
"2013-07-31",0.0561409197,0.0170380828,0.0055660517,-0.0126193111,0.0048769917,0.0000000000
"2013-08-31",-0.0269843644,-0.0000426603,-0.0272107216,0.0055404695,-0.0221795389,0.0000000000
"2013-09-30",0.0375891565,0.0255293935,-0.0113521412,-0.0062430917,-0.0119645380,0.0000000000
"2013-10-31",0.0416708087,-0.0140227294,0.0115795066,0.0265281213,0.0075656294,0.0000000000
"2013-11-30",0.0311968801,0.0127627169,0.0027201315,0.0012312363,0.0004638121,0.0000000000
"2013-12-31",0.0282299285,-0.0055304152,-0.0004566192,-0.0049304607,0.0010538125,0.0000000000
"2014-01-31",-0.0332682074,0.0062059800,-0.0210065907,-0.0401271659,-0.0144691033,0.0000000000
"2014-02-28",0.0462402430,0.0013882203,-0.0040144693,-0.0025515704,-0.0043295867,0.0000000000
"2014-03-31",0.0042160028,-0.0110356031,0.0498648604,0.0216910938,0.0185035964,0.0000000000
"2014-04-30",-0.0023444182,-0.0406278499,0.0109162569,0.0355691430,0.0098490871,0.0000000000
"2014-05-31",0.0206695938,-0.0185952721,-0.0012473828,-0.0003124438,-0.0102946524,0.0000000000
"2014-06-30",0.0263761340,0.0303153820,-0.0063470213,-0.0183768009,-0.0185470546,0.0000000000
"2014-07-31",-0.0204151402,-0.0430116835,-0.0008945581,0.0092118710,0.0052570234,0.0000000000
"2014-08-31",0.0425049258,0.0029479484,-0.0055564895,-0.0058247123,-0.0066147319,0.0000000000
"2014-09-30",-0.0193016781,-0.0374146854,-0.0152898066,0.0115092634,-0.0072532440,0.0000000000
"2014-10-31",0.0251823508,0.0363382013,-0.0163737873,-0.0040045384,-0.0005551957,0.0000000000
"2014-11-30",0.0255335486,-0.0222500153,-0.0282711984,0.0149438957,0.0020461695,0.0000000000
"2014-12-31",-0.0005343084,0.0287005322,0.0217714252,-0.0120560039,0.0084561911,0.0000000000
"2015-01-31",-0.0306738300,-0.0088543064,-0.0353642871,0.0172475295,-0.0168451657,0.0000000000
"2015-02-28",0.0613970755,0.0024323088,-0.0178442576,-0.0114956503,-0.0166215469,0.0000000000
"2015-03-31",-0.0113200098,0.0305410135,-0.0047377174,0.0008422203,-0.0053401529,0.0000000000
"2015-04-30",0.0060067688,-0.0300528237,0.0182457384,-0.0005191757,-0.0048550896,0.0000000000
"2015-05-31",0.0133874017,0.0079267535,-0.0115942512,-0.0176750374,-0.0072092164,0.0000000000
"2015-06-30",-0.0151296460,0.0294928425,-0.0074645856,0.0034566100,-0.0153327930,0.0000000000
"2015-07-31",0.0156294674,-0.0445050306,-0.0426529882,0.0008032937,-0.0249901217,0.0000000000
"2015-08-31",-0.0605740438,0.0028547773,0.0279084835,0.0069331304,0.0128215018,0.0000000000
"2015-09-30",-0.0310074066,-0.0296271429,0.0045353712,0.0192616898,-0.0059921689,0.0000000000
"2015-10-31",0.0774765023,-0.0199311312,-0.0028492124,0.0075468938,0.0033322221,0.0000000000
"2015-11-30",0.0056637592,0.0337117169,-0.0048257728,-0.0249860544,-0.0105017383,0.0000000000
"2015-12-31",-0.0214566500,-0.0308616362,-0.0257335226,0.0035093428,0.0003995609,0.0000000000
"2016-01-31",-0.0577379479,-0.0358663881,0.0224393297,0.0306239819,0.0328764454,0.0000000000
"2016-02-29",-0.0007053372,0.0102640926,-0.0064168777,0.0321914588,0.0202175260,0.0002000190
"2016-03-31",0.0694957294,0.0105075209,0.0096543091,0.0065690402,-0.0005969058,0.0002200231
"2016-04-30",0.0091896065,0.0120896207,0.0329010733,-0.0281915267,0.0196163667,0.0000000000
"2016-05-31",0.0180226440,-0.0067625582,-0.0174624208,-0.0119030622,-0.0247614438,0.0002100210
"2016-06-30",-0.0004107494,0.0055919997,-0.0141370246,0.0131222134,0.0195991152,0.0002200231
"2016-07-31",0.0394796804,0.0251692393,-0.0113936330,0.0111600786,-0.0116593337,0.0002000190
"2016-08-31",0.0049448339,0.0165765919,0.0320886491,-0.0179689118,-0.0039892644,0.0002300253
"2016-09-30",0.0023294880,0.0181272145,-0.0120687819,-0.0209434088,-0.0003994307,0.0002100210
"2016-10-31",-0.0203990232,-0.0412122572,0.0428017406,0.0100250480,0.0021172099,0.0002100210
"2016-11-30",0.0487054342,0.0650929184,0.0769367934,-0.0029231943,0.0353895547,0.0002100210
"2016-12-31",0.0180738655,0.0041699112,0.0345676401,0.0112854904,-0.0026371736,0.0002100210
"2017-01-31",0.0196720607,-0.0128110756,-0.0270093630,-0.0053746442,-0.0090242222,0.0004000760
"2017-02-28",0.0357830556,-0.0213298531,-0.0169072882,0.0029186007,-0.0168122187,0.0003800684
"2017-03-31",0.0016528727,0.0084457242,-0.0313954040,0.0076025545,-0.0104519654,0.0002300253
"2017-04-30",0.0108217094,0.0051920019,-0.0194776957,0.0191278709,-0.0152912717,0.0005701539
"2017-05-31",0.0106604300,-0.0299804048,-0.0373656575,0.0106456934,-0.0194753205,0.0006602079
"2017-06-30",0.0081612777,0.0243371943,0.0137905015,-0.0222519582,-0.0000279011,0.0006602079
"2017-07-31",0.0188374723,-0.0161142233,-0.0032465932,-0.0075178035,-0.0021205810,0.0008003041
"2017-08-31",0.0018915015,-0.0178381254,-0.0232941709,0.0009175825,-0.0238744587,0.0009204049
"2017-09-30",0.0252611486,0.0466927996,0.0303385296,-0.0132876877,0.0157393341,0.0010004751
"2017-10-31",0.0227221547,-0.0192614067,0.0004687889,0.0095899237,-0.0322963130,0.0008803697
"2017-11-30",0.0312784301,-0.0031732564,-0.0004755057,0.0320095070,0.0003026940,0.0008403361
"2017-12-31",0.0106157400,-0.0099478856,0.0027100608,0.0072010766,0.0167488575,0.0008003041
"2018-01-31",0.0557050193,-0.0301202957,-0.0119164228,-0.0083741739,-0.0082218885,0.0010505252
"2018-02-28",-0.0364459984,0.0031182035,-0.0107531179,0.0053219872,-0.0229048933,0.0011406158
"2018-03-31",-0.0235457566,0.0365668700,-0.0017248052,-0.0054769979,0.0006685867,0.0012607563
"2018-04-30",0.0027064459,0.0088318244,0.0040240754,-0.0228605215,0.0108966439,0.0014710295
"2018-05-31",0.0264124199,0.0457943135,-0.0297595943,-0.0189879126,-0.0142214955,0.0013208319
"2018-06-30",0.0046656889,0.0089358715,-0.0226573182,0.0079521806,0.0033780610,0.0012607563
"2018-07-31",0.0321743999,-0.0191095225,0.0049370411,0.0149484900,0.0035514684,0.0016813447
"2018-08-31",0.0344196231,0.0058542058,-0.0373272195,-0.0016935689,-0.0235138007,0.0016112403
"2018-09-30",0.0008710142,-0.0246832220,-0.0175177051,0.0057440863,0.0126672307,0.0015210949
"2018-10-31",-0.0766673638,-0.0482173508,0.0381214213,0.0102851315,0.0362052028,0.0018416201
"2018-11-30",0.0169959336,-0.0083399117,0.0005563031,-0.0071935612,0.0016650415,0.0016813447
"2018-12-31",-0.0952826001,-0.0329729446,-0.0221197558,-0.0020203934,0.0000857022,0.0019017110
"2019-01-31",0.0839569742,0.0276089245,-0.0058823395,-0.0059573967,-0.0133866281,0.0021021013
"2019-02-28",0.0338776256,0.0171464769,-0.0258971389,0.0007395608,-0.0137694007,0.0019017110
"2019-03-31",0.0108077323,-0.0349656666,-0.0421899106,0.0081295273,-0.0105972673,0.0018917020
"2019-04-30",0.0394409308,-0.0111687845,0.0189022416,0.0159428331,-0.0211564062,0.0021021013
"2019-05-31",-0.0692582373,-0.0157058542,-0.0235344863,-0.0063404931,0.0185827040,0.0019818722
"2019-06-30",0.0694033714,0.0030910703,-0.0083351928,0.0090362364,-0.0042833975,0.0018015398
"2019-07-31",0.0122592781,-0.0187682789,0.0031565061,-0.0023393972,0.0035379322,0.0019818722
"2019-08-31",-0.0255759401,-0.0334557631,-0.0502898553,0.0045122242,-0.0097994509,0.0015411324
"2019-09-30",0.0141291896,0.0027427301,0.0685734566,0.0200731094,0.0352033643,0.0018015398
"2019-10-31",0.0207152553,0.0023629093,-0.0201955540,0.0026270648,-0.0096345910,0.0016112403
"2019-11-30",0.0387516490,0.0046302114,-0.0182598852,-0.0151868836,-0.0117595473,0.0012006842
"2019-12-31",0.0276235012,0.0095419803,0.0189631190,0.0012375353,0.0121167469,0.0014710295
"2020-01-31",-0.0009625207,-0.0443035912,-0.0631349707,-0.0138784349,-0.0227908186,0.0012607563
"2020-02-29",-0.0812131923,-0.0004960781,-0.0427637356,-0.0163258901,-0.0270463139,0.0011406158
"2020-03-31",-0.1337004014,-0.0939474561,-0.1485880698,-0.0249552261,0.0126189785,0.0013208319
"2020-04-30",0.1356436889,0.0287647345,-0.0090101732,0.0238987533,-0.0111415448,0.0000000000
"2020-05-31",0.0559920663,0.0205623139,-0.0433525057,0.0086992408,-0.0297467365,0.0000000000
"2020-06-30",0.0251702527,0.0216833852,-0.0174117174,0.0019911225,0.0031690267,0.0000000000
"2020-07-31",0.0572688790,-0.0283851849,-0.0140421681,0.0059535737,0.0099040377,0.0000000000
"2020-08-31",0.0764994730,-0.0087562501,-0.0281706055,0.0408725036,-0.0134658028,0.0000000000
"2020-09-30",-0.0361446587,0.0009809311,-0.0290549597,-0.0121722662,-0.0186151993,0.0000000000
"2020-10-31",-0.0210108389,0.0474086705,0.0387272270,-0.0053795896,-0.0053528585,0.0000000000
