,date,mkt_rf,smb,hml,rf,Mom,liq,Unnamed: 2
201403,2014-03-31,0.0042160028,-0.0182725271,0.0498648604,0.0,-0.0324444081,0.0237031,
201404,2014-04-30,-0.0023444182,-0.0414471616,0.0109162569,0.0,-0.0412122288,-0.04995614,
201405,2014-05-31,0.0206695938,-0.0184315644,-0.0012473828,0.0,0.0170884105,2.498e-05,
201406,2014-06-30,0.026376134,0.0301036194,-0.0063470213,0.0,0.003343734,0.01384509,
201407,2014-07-31,-0.0204151402,-0.0430499022,-0.0008945581,0.0,-0.013315781,-0.00776938,
201408,2014-08-31,0.0425049258,0.0035372299,-0.0055564895,0.0,0.0100473239,0.00240653,
201409,2014-09-30,-0.0193016781,-0.0372425419,-0.0152898066,0.0,0.0130077997,0.01448725,
201410,2014-10-31,0.0251823508,0.0408620233,-0.0163737873,0.0,0.0033991256,0.0463323,
201411,2014-11-30,0.0255335486,-0.0201137282,-0.0282711984,0.0,0.0252809851,-0.01365758,
201412,2014-12-31,-0.0005343084,0.0252014256,0.0217714252,0.0,0.0132193495,0.02740803,
201501,2015-01-31,-0.03067383,-0.0057779647,-0.0353642871,0.0,0.0257406279,-0.01779216,
201502,2015-02-28,0.0613970755,0.0049312445,-0.0178442576,0.0,-0.0290380623,-0.01543352,
201503,2015-03-31,-0.0113200098,0.0303114127,-0.0047377174,0.0,0.0242036866,0.00286645,
201504,2015-04-30,0.0060067688,-0.0298618114,0.0182457384,0.0,-0.0643674181,0.00379702,
201505,2015-05-31,0.0133874017,0.0092326632,-0.0115942512,0.0,0.0583192699,0.03364162,
201506,2015-06-30,-0.015129646,0.0290768624,-0.0074645856,0.0,0.0391542052,0.01529581,
201507,2015-07-31,0.0156294674,-0.0405715069,-0.0426529882,0.0,0.0902948049,0.00922343,
201508,2015-08-31,-0.0605740438,0.0034393866,0.0279084835,0.0,-0.029721257,0.00159844,
201509,2015-09-30,-0.0310074066,-0.0274670611,0.0045353712,0.0,0.0641256478,0.00539347,
201510,2015-10-31,0.0774765023,-0.0182224584,-0.0028492124,0.0,-0.0388382467,-0.0615408,
201511,2015-11-30,0.0056637592,0.0365183921,-0.0048257728,0.0,0.01272657,0.03697156,
201512,2015-12-31,-0.02145665,-0.0296070217,-0.0257335226,0.0,0.0291831703,-0.00407437,
201601,2016-01-31,-0.0577379479,-0.0353053249,0.0224393297,0.0,0.009883185,-0.04529135,
201602,2016-02-29,-0.0007053372,0.0086016307,-0.0064168777,0.000200019,-0.0558160616,-0.02691575,
201603,2016-03-31,0.0694957294,0.0081164308,0.0096543091,0.0002200231,-0.0502737038,-0.01799166,
201604,2016-04-30,0.0091896065,0.007091052,0.0329010733,0.0,-0.0515872677,0.01915936,
201605,2016-05-31,0.018022644,-0.0023086231,-0.0174624208,0.000210021,0.0151800822,-0.00902774,
201606,2016-06-30,-0.0004107494,0.0068101764,-0.0141370246,0.0002200231,0.0408412118,0.02012421,
201607,2016-07-31,0.0394796804,0.0252951377,-0.011393633,0.000200019,-0.0394819114,-0.01290993,
201608,2016-08-31,0.0049448339,0.0116205965,0.0320886491,0.0002300253,-0.0329966075,0.00593376,
201609,2016-09-30,0.002329488,0.0207883635,-0.0120687819,0.000210021,0.0048804729,0.02603958,
201610,2016-10-31,-0.0203990232,-0.0446603262,0.0428017406,0.000210021,0.0074003901,-0.01267956,
201611,2016-11-30,0.0487054342,0.0521767947,0.0769367934,0.000210021,-0.028237706,0.02104464,
201612,2016-12-31,0.0180738655,0.0012688819,0.0345676401,0.000210021,-0.0148324856,-0.02617386,
201701,2017-01-31,0.0196720607,-0.0100040623,-0.027009363,0.000400076,-0.0010251909,0.00658779,
201702,2017-02-28,0.0357830556,-0.0197460238,-0.0169072882,0.0003800684,-0.0155309554,-0.04900065,
201703,2017-03-31,0.0016528727,0.011997218,-0.031395404,0.0002300253,-0.0077772274,-0.03731409,
201704,2017-04-30,0.0108217094,0.0076436806,-0.0194776957,0.0005701539,0.0054561946,-0.01783388,
201705,2017-05-31,0.01066043,-0.0248158168,-0.0373656575,0.0006602079,0.0219527664,-0.02653141,
201706,2017-06-30,0.0081612777,0.0212681099,0.0137905015,0.0006602079,0.0035787311,0.00671422,
201707,2017-07-31,0.0188374723,-0.0142353676,-0.0032465932,0.0008003041,0.0186082074,0.01200047,
201708,2017-08-31,0.0018915015,-0.0154807109,-0.0232941709,0.0009204049,0.0461876758,-0.02368769,
201709,2017-09-30,0.0252611486,0.0436728422,0.0303385296,0.0010004751,-0.0132333362,-0.00297494,
201710,2017-10-31,0.0227221547,-0.0187737275,0.0004687889,0.0008803697,0.0541313158,-0.03785089,
201711,2017-11-30,0.0312784301,-0.0057425346,-0.0004755057,0.0008403361,-0.0136876936,0.00648892,
201712,2017-12-31,0.01061574,-0.0129168882,0.0027100608,0.0008003041,-0.0128541441,0.03916713,
201801,2018-01-31,0.0557050193,-0.0294564979,-0.0119164228,0.0010505252,0.0295235597,-0.01426162,
201802,2018-02-28,-0.0364459984,0.0022080646,-0.0107531179,0.0011406158,0.0408913857,0.02313434,
201803,2018-03-31,-0.0235457566,0.0408031146,-0.0017248052,0.0012607563,-0.0106720663,0.0020909,
201804,2018-04-30,0.0027064459,0.0107420486,0.0040240754,0.0014710295,0.0110764053,0.0311278,
201805,2018-05-31,0.0264124199,0.0511983753,-0.0297595943,0.0013208319,0.0314334889,0.03830835,
201806,2018-06-30,0.0046656889,0.0119387163,-0.0226573182,0.0012607563,-0.0254716529,-0.00363925,
201807,2018-07-31,0.0321743999,-0.0214079204,0.0049370411,0.0016813447,-0.0061936722,-0.00138384,
201808,2018-08-31,0.0344196231,0.010260989,-0.0373272195,0.0016112403,0.0519666387,-0.0245822,
201809,2018-09-30,0.0008710142,-0.0225427369,-0.0175177051,0.0015210949,-0.0044311032,0.00403882,
201810,2018-10-31,-0.0766673638,-0.0519500942,0.0381214213,0.0018416201,-0.017461161,-0.01147793,
201811,2018-11-30,0.0169959336,-0.0072963697,0.0005563031,0.0016813447,-0.0053010014,0.03201622,
201812,2018-12-31,-0.0952826001,-0.0278272966,-0.0221197558,0.001901711,0.0321525337,-0.00434309,
201901,2019-01-31,0.0839569742,0.0267827768,-0.0058823395,0.0021021013,-0.0737740324,0.03639193,
201902,2019-02-28,0.0338776256,0.0205083683,-0.0258971389,0.001901711,-0.0047946072,-0.00667559,
201903,2019-03-31,0.0108077323,-0.0296394773,-0.0421899106,0.001891702,0.0155974448,-0.0048431,
201904,2019-04-30,0.0394409308,-0.0166010798,0.0189022416,0.0021021013,-0.0188183526,-0.0271772,
201905,2019-05-31,-0.0692582373,-0.0128467876,-0.0235344863,0.0019818722,0.1009162311,-0.01256093,
201906,2019-06-30,0.0694033714,0.0020153928,-0.0083351928,0.0018015398,-0.0200630706,-0.0237127,
201907,2019-07-31,0.0122592781,-0.0201745541,0.0031565061,0.0019818722,0.0292674691,-0.00983764,
201908,2019-08-31,-0.0255759401,-0.024663525,-0.0502898553,0.0015411324,0.0817656897,-0.01478507,
201909,2019-09-30,0.0141291896,-0.0096838174,0.0685734566,0.0018015398,-0.0694955453,-0.03895158,
201910,2019-10-31,0.0207152553,0.0027176077,-0.020195554,0.0016112403,0.0044195313,-0.00169917,
201911,2019-11-30,0.038751649,0.0077694296,-0.0182598852,0.0012006842,-0.0327577313,0.01198894,
201912,2019-12-31,0.0276235012,0.0070280617,0.018963119,0.0014710295,-0.0163905734,0.00029492,
202001,2020-01-31,-0.0009625207,-0.0312849935,-0.0631349707,0.0012607563,0.0776709598,-0.00487802,
202002,2020-02-29,-0.0812131923,0.0110278965,-0.0427637356,0.0011406158,0.0138103941,0.0219176,
202003,2020-03-31,-0.1337004014,-0.0593503676,-0.1485880698,0.0013208319,0.086250275,-0.14708832,
202004,2020-04-30,0.1356436889,0.0271407661,-0.0090101732,0.0,-0.1222853429,0.13153574,
202005,2020-05-31,0.0559920663,0.0243654241,-0.0433525057,0.0,-0.020182835,0.05717267,
202006,2020-06-30,0.0251702527,0.0282774184,-0.0174117174,0.0,-0.0317453013,0.06217612,
202007,2020-07-31,0.057268879,-0.0204887084,-0.0140421681,0.0,0.0589254031,-0.01202724,
202008,2020-08-31,0.076499473,-0.0022683492,-0.0281706055,0.0,-0.0008500854,0.03476342,
202009,2020-09-30,-0.0361446587,0.0011882601,-0.0290549597,0.0,0.0354137384,-0.01195429,
202010,2020-10-31,-0.0210108389,0.0439795532,0.038727227,0.0,-0.0376884858,0.03863318,
